indicator_type	indicator_value	comment	ds
ios_app_id	1612196202	Business Manager Overview	2022-10-03
ios_app_id	1613983385	Business Suite Ads	2022-10-03
ios_app_id	1619733733	Page Suite Manager	2022-10-03
ios_app_id	1622402517	Business Meta Support	2022-10-03
ios_app_id	1623362126	Pages Manager Suite	2022-10-03
ios_app_id	1625368035	Business Meta Pages	2022-10-03
ios_app_id	1626632781	Business Suite Ads	2022-10-03
ios_app_id	1626692617	Ads Business Knowledge	2022-10-03
ios_app_id	1629919774	Page Suite Managers	2022-10-03
ios_app_id	1631778308	Pages Managers Suite	2022-10-03
ios_app_id	1632069527	Ads Business Advance	2022-10-03
ios_app_id	1632606219	Pages Manager Suite	2022-10-03
ios_app_id	1633012933	Business Suite Optimize	2022-10-03
ios_app_id	1633016482	Business Manager Suite	2022-10-03
ios_app_id	1633078757	Business Suite Managers	2022-10-03
ios_app_id	1633828994	Ads Business Manager	2022-10-03
ios_app_id	1635045234	Ads Business Suite	2022-10-03
ios_app_id	1635301567	Business Manager Pages	2022-10-03
ios_app_id	1635555183	Business Adverts Manager	2022-10-03
ios_app_id	1636196931	Ads Manager Suite	2022-10-03
ios_app_id	1636825108	Business Manager Pages	2022-10-03
ios_app_id	1639572841	Ads & Business Suite	2022-10-03
